,baseline,advanced
2141,0,0
2142,1,1
2143,0,0
2144,0,0
2145,1,1
2146,0,0
2147,1,1
2148,0,0
2149,2,2
2150,1,1
2151,1,1
2152,1,1
2153,1,1
2154,2,2
2155,2,1
2156,2,1
2157,0,0
2158,0,0
2159,0,0
2160,0,0
2161,2,1
2162,1,1
2163,0,0
2164,2,2
2165,2,1
2166,1,2
2167,0,0
2168,1,1
2169,0,0
2170,2,2
2171,0,0
2172,0,0
2173,0,0
2174,2,2
2175,0,0
2176,2,2
2177,0,0
2178,1,2
2179,2,1
2180,1,2
2181,2,1
2182,1,1
2183,2,2
2184,2,2
2185,0,0
2186,0,0
2187,1,2
2188,2,1
2189,0,0
2190,2,1
2191,2,2
2192,0,0
2193,0,0
2194,0,0
2195,0,0
2196,1,1
2197,2,1
2198,2,2
2199,0,0
2200,2,1
2201,2,1
2202,2,2
2203,1,2
2204,2,1
2205,1,2
2206,2,2
2207,0,0
2208,0,0
2209,1,1
2210,0,0
2211,2,2
2212,2,1
2213,0,0
2214,1,1
2215,1,2
2216,0,0
2217,1,2
2218,1,1
2219,0,0
2220,0,0
2221,2,1
2222,1,1
2223,2,1
2224,2,2
2225,1,2
2226,2,1
2227,0,0
2228,2,2
2229,0,0
2230,0,0
2231,0,0
2232,2,0
2233,1,1
2234,1,2
2235,1,2
2236,0,2
2237,0,0
2238,2,1
2239,0,0
2240,0,0
2241,1,1
2242,1,2
2243,2,1
2244,2,2
2245,1,1
2246,1,1
2247,2,2
2248,1,1
2249,1,1
2250,1,1
2251,2,2
2252,2,2
2253,2,2
2254,1,1
2255,1,1
2256,1,1
2257,0,0
2258,2,2
2259,1,1
2260,2,2
2261,0,0
2262,2,1
2263,1,1
2264,0,0
2265,1,2
2266,0,0
2267,2,2
2268,1,1
2269,2,2
2270,1,1
2271,1,1
2272,1,1
2273,0,0
2274,0,0
2275,0,0
2276,0,0
2277,2,2
2278,2,0
2279,1,1
2280,1,1
2281,0,0
2282,0,0
2283,1,1
2284,0,2
2285,0,0
2286,2,1
2287,2,2
2288,0,0
2289,1,0
2290,0,0
2291,2,1
2292,1,1
2293,1,1
2294,1,1
2295,1,1
2296,1,1
2297,2,1
2298,1,1
2299,2,1
2300,1,2
2301,2,1
2302,1,1
2303,0,0
2304,2,1
2305,0,0
2306,2,2
2307,0,0
2308,1,1
2309,2,2
2310,2,1
2311,0,0
2312,2,2
2313,0,0
2314,1,2
2315,1,2
2316,0,0
2317,0,0
2318,2,2
2319,1,2
2320,2,2
2321,0,0
2322,1,2
2323,1,2
2324,0,0
2325,2,1
2326,2,2
2327,1,1
2328,1,1
2329,0,0
2330,1,1
2331,1,1
2332,0,0
2333,2,1
2334,2,1
2335,1,1
2336,1,2
2337,0,0
2338,2,2
2339,2,1
2340,1,1
2341,0,0
2342,2,1
2343,2,1
2344,1,1
2345,1,1
2346,2,0
2347,0,0
2348,2,2
2349,0,0
2350,2,2
2351,1,1
2352,0,0
2353,1,2
2354,2,2
2355,1,1
2356,1,1
2357,1,1
2358,2,1
2359,1,2
2360,2,2
2361,2,2
2362,0,0
2363,2,2
2364,1,2
2365,0,0
2366,0,0
2367,0,0
2368,1,2
2369,1,2
2370,1,1
2371,2,1
2372,1,1
2373,2,1
2374,2,1
2375,1,1
2376,2,1
2377,0,0
2378,2,2
2379,0,0
2380,1,2
2381,2,1
2382,1,2
2383,0,0
2384,1,1
2385,1,1
2386,0,0
2387,1,1
2388,1,1
2389,2,1
2390,1,2
2391,1,1
2392,0,0
2393,0,0
2394,0,0
2395,0,0
2396,0,0
2397,1,1
2398,2,2
2399,0,0
2400,2,1
2401,1,1
2402,0,0
2403,2,2
2404,0,0
2405,1,1
2406,2,2
2407,0,0
2408,2,2
2409,0,0
2410,2,2
2411,2,1
2412,2,2
2413,2,2
2414,2,2
2415,2,1
2416,2,2
2417,2,2
2418,1,1
2419,2,2
2420,2,1
2421,1,1
2422,2,1
2423,1,1
2424,0,0
2425,1,1
2426,0,2
2427,0,0
2428,2,1
2429,0,0
2430,1,2
2431,1,1
2432,1,1
2433,1,1
2434,2,2
2435,0,0
2436,1,2
2437,2,2
2438,1,2
2439,2,2
2440,2,2
2441,0,0
2442,0,0
2443,2,2
2444,2,2
2445,1,1
2446,1,1
2447,2,1
2448,0,0
2449,1,2
2450,1,1
2451,0,0
2452,1,1
2453,1,1
2454,2,1
2455,0,2
2456,1,1
2457,2,1
2458,2,1
2459,1,1
2460,0,0
2461,2,2
2462,0,0
2463,0,0
2464,0,0
2465,2,2
2466,2,1
2467,0,0
2468,0,0
2469,0,0
2470,2,2
2471,1,2
2472,0,0
2473,2,2
2474,0,0
2475,0,0
2476,0,0
2477,1,1
2478,1,1
2479,0,0
2480,2,0
2481,2,2
2482,2,1
2483,2,1
2484,0,0
2485,2,1
2486,0,1
2487,1,1
2488,0,2
2489,2,1
2490,0,0
2491,0,0
2492,0,0
2493,2,1
2494,2,2
2495,2,2
2496,2,2
2497,1,1
2498,2,1
2499,1,1
2500,0,0
2501,1,1
2502,0,0
2503,1,1
2504,1,1
2505,2,2
2506,2,1
2507,2,1
2508,1,1
2509,2,1
2510,2,2
2511,0,0
2512,2,1
2513,0,0
2514,0,0
2515,0,0
2516,1,1
2517,1,1
2518,1,1
2519,1,1
2520,1,2
2521,2,1
2522,1,0
2523,1,1
2524,2,1
2525,1,1
2526,0,0
2527,1,2
2528,2,1
2529,2,0
2530,1,1
2531,2,1
2532,1,2
2533,2,1
2534,2,2
2535,0,0
2536,1,2
2537,0,0
2538,1,1
2539,0,2
2540,0,0
2541,1,1
2542,1,1
2543,2,2
2544,0,0
2545,1,1
2546,1,1
2547,2,2
2548,0,0
2549,0,0
2550,1,1
2551,1,1
2552,1,1
2553,1,1
2554,1,1
2555,1,1
2556,0,2
2557,0,0
2558,1,1
2559,0,0
2560,2,0
2561,1,1
2562,0,1
2563,1,0
2564,0,0
2565,1,1
2566,1,1
2567,0,2
2568,1,1
2569,2,0
2570,0,0
2571,2,2
2572,0,0
2573,2,2
2574,1,2
2575,2,1
2576,2,2
2577,1,1
2578,2,2
2579,2,2
2580,1,1
2581,1,1
2582,0,0
2583,2,2
2584,2,1
2585,1,1
2586,2,1
2587,0,0
2588,2,2
2589,0,0
2590,0,0
2591,2,1
2592,2,0
2593,0,0
2594,2,1
2595,1,1
2596,1,1
2597,1,2
2598,2,1
2599,1,2
2600,0,0
2601,1,1
2602,2,2
2603,0,0
2604,1,1
2605,1,2
2606,0,0
2607,1,1
2608,1,2
2609,0,0
2610,1,1
2611,1,1
2612,0,0
2613,0,0
2614,2,2
2615,0,0
2616,2,2
2617,1,2
2618,1,1
2619,1,1
2620,2,2
2621,0,0
2622,0,0
2623,0,0
2624,2,2
2625,1,1
2626,0,0
2627,0,0
2628,0,0
2629,1,2
2630,1,1
2631,1,1
2632,2,1
2633,0,0
2634,1,1
2635,0,0
2636,2,2
2637,1,1
2638,0,0
2639,1,1
2640,0,0
2641,1,2
2642,1,2
2643,0,0
2644,0,0
2645,0,1
2646,1,2
2647,0,0
2648,0,0
2649,1,1
2650,1,1
2651,0,0
2652,0,0
2653,1,1
2654,1,1
2655,0,0
2656,0,0
2657,2,2
2658,2,2
2659,2,2
2660,2,2
2661,1,1
2662,0,0
2663,0,0
2664,0,0
2665,1,1
2666,1,1
2667,1,1
2668,1,1
2669,0,0
2670,0,0
2671,0,0
2672,1,1
2673,1,2
2674,2,1
2675,1,1
2676,0,0
2677,2,2
2678,0,0
2679,1,1
2680,1,1
2681,2,1
2682,2,1
2683,2,1
2684,0,0
2685,1,1
2686,0,0
2687,2,2
2688,1,1
2689,1,1
2690,1,2
2691,2,2
2692,0,0
2693,0,0
2694,2,1
2695,0,0
2696,1,1
2697,0,0
2698,0,0
2699,2,2
2700,1,1
2701,0,0
2702,1,1
2703,2,2
2704,1,1
2705,2,1
2706,0,0
2707,2,1
2708,2,1
2709,0,0
2710,0,0
2711,0,0
2712,0,0
2713,1,1
2714,0,0
2715,1,1
2716,0,0
2717,2,1
2718,2,1
2719,0,0
2720,2,2
2721,0,0
2722,2,2
2723,2,2
2724,2,2
2725,1,1
2726,2,1
2727,2,2
2728,1,1
2729,2,2
2730,0,0
2731,1,2
2732,2,1
2733,0,0
2734,1,1
2735,2,1
2736,1,1
2737,2,2
2738,1,1
2739,1,2
2740,0,0
2741,2,1
2742,0,0
2743,0,0
2744,1,1
2745,1,1
2746,0,0
2747,1,1
2748,2,0
2749,0,0
2750,2,1
2751,1,1
2752,0,0
2753,2,1
2754,2,2
2755,2,2
2756,2,0
2757,0,0
2758,1,1
2759,2,2
2760,2,1
2761,0,0
2762,2,2
2763,1,2
2764,1,2
2765,2,1
2766,0,0
2767,1,1
2768,0,0
2769,1,1
2770,0,0
2771,1,1
2772,0,0
2773,0,0
2774,0,0
2775,0,0
2776,2,2
2777,0,0
2778,0,0
2779,2,2
2780,0,0
2781,0,0
2782,1,1
2783,1,1
2784,2,2
2785,2,1
2786,1,1
2787,0,0
2788,0,0
2789,0,0
2790,0,0
2791,1,2
2792,0,0
2793,1,1
2794,0,0
2795,0,0
2796,2,2
2797,0,0
2798,1,1
2799,0,0
2800,0,0
2801,1,1
2802,0,0
2803,0,0
2804,2,2
2805,1,1
2806,2,2
2807,0,0
2808,0,1
2809,0,0
2810,2,2
2811,0,0
2812,0,0
2813,2,1
2814,1,1
2815,0,0
2816,2,2
2817,0,0
2818,0,0
2819,0,0
2820,1,1
2821,1,1
2822,1,2
2823,0,0
2824,0,0
2825,0,0
2826,0,0
2827,2,2
2828,1,2
2829,1,2
2830,1,2
2831,1,2
2832,0,0
2833,0,0
2834,1,2
2835,1,2
2836,0,0
2837,2,2
2838,0,0
2839,2,1
2840,2,2
2841,0,0
2842,0,0
2843,0,0
2844,1,2
2845,1,0
2846,0,0
2847,1,1
2848,0,0
2849,1,1
2850,0,0
2851,2,2
2852,2,2
2853,1,1
2854,0,0
2855,2,2
2856,1,1
2857,2,1
2858,1,1
2859,1,1
2860,2,1
2861,2,1
2862,2,1
2863,0,0
2864,1,1
2865,0,0
2866,1,1
2867,1,0
2868,1,2
2869,0,0
2870,2,1
2871,0,0
2872,1,1
2873,2,2
2874,0,0
2875,2,1
2876,0,0
2877,2,2
2878,0,0
2879,0,1
2880,1,0
2881,2,2
2882,2,1
2883,2,2
2884,2,2
2885,0,0
2886,1,1
2887,1,0
2888,0,0
2889,1,2
2890,1,1
2891,1,1
2892,2,1
2893,1,2
2894,1,1
2895,0,0
2896,2,1
2897,1,2
2898,1,1
2899,0,1
2900,1,1
2901,1,1
2902,1,1
2903,0,0
2904,0,0
2905,1,1
2906,0,0
2907,0,0
2908,1,1
2909,2,1
2910,0,0
2911,0,0
2912,2,2
2913,1,0
2914,1,1
2915,1,1
2916,2,2
2917,1,2
2918,0,2
2919,2,2
2920,0,0
2921,0,0
2922,1,1
2923,2,2
2924,0,0
2925,0,0
2926,0,0
2927,0,0
2928,2,1
2929,1,1
2930,0,0
2931,1,2
2932,1,2
2933,1,1
2934,1,1
2935,0,0
2936,1,1
2937,1,1
2938,0,0
2939,0,0
2940,1,1
2941,1,1
2942,2,1
2943,0,0
2944,1,1
2945,0,0
2946,2,2
2947,1,1
2948,2,2
2949,0,0
2950,0,0
2951,2,2
2952,2,2
2953,2,1
2954,1,1
2955,2,2
2956,1,2
2957,1,1
2958,1,1
2959,1,1
2960,1,1
2961,0,0
2962,2,1
2963,2,1
2964,1,1
2965,0,1
2966,0,0
2967,1,0
2968,0,0
2969,0,0
2970,1,0
2971,0,0
2972,1,1
2973,2,1
2974,1,1
2975,1,1
2976,1,1
2977,0,0
2978,0,0
2979,0,0
2980,1,2
2981,2,2
2982,2,2
2983,0,0
2984,1,1
2985,1,2
2986,2,2
2987,1,1
2988,1,1
2989,2,2
2990,1,2
2991,0,0
2992,1,1
2993,0,0
2994,0,0
2995,1,1
2996,0,0
2997,0,0
2998,0,0
2999,1,1
3000,2,2
